Product Name,Barcode,Common Name,Packaging,Brands,Categories,Countries where sold,Nutri-Score,Nutri-Score Quality,NOVA Group,Food Processing,Eco-Score,Packaging Impact,Nutrient Levels,Ingredients,Additives,Ingredient Analysis,fat,saturated-fat,sugars,salt,Ingredient Classifications,Harmful Count,Moderate Count,Safe Count,Dietary Flags,Health Impact Score,Health Classification
fruit & nut cookies - unibic - 75g,8906009077017.0,cookies,Unknown,Unibic,"snacks, sweet snacks, biscuits and cakes, biscuits",India,2.0,Bad nutritional quality,4.0,Ultra processed foods,2.0,,Fat in moderate quantity (20%); Saturated fat in high quantity (9%); Sugars in high quantity (25%); Salt in moderate quantity (0.522%),"Refined Wheat Flour Maida, Sugar, Edible Vegetable Oil Palm, Dry Fruits 8 Black Currant, Papaya Papaya Cubes, Sugar Acidity Regulator INS 330, Cranberry, Nuts 4 Cashew Bits, Almond Bits, Butter, Liquid Glucose, Date Syrup, Milk Solids, Leavening Agents INS 503 ii, INS 500 ii, Emulsifier INS 322 from Soy, iodized Salt, Spices Clove and Nutmeg Allergen Advice Contains Wheat, Milk, Soy and Nut",E322 - Lecithins; E330 - Citric acid; E500 - Sodium carbonates; E500ii - Sodium hydrogen carbonate; E503 - Ammonium carbonates; E503ii - Ammonium hydrogen carbonate,Palm oil; Non-vegan; Vegetarian,,,,,"{'safe': ['refined wheat flour maida', 'edible vegetable oil palm', 'dry fruits 8 black currant', 'papaya papaya cubes', 'cranberry', 'nuts 4 cashew bits', 'almond bits', 'butter', 'liquid glucose', 'date syrup', 'milk solids', 'leavening agents ins 503 ii', 'ins 500 ii', 'emulsifier ins 322 from soy', 'spices clove and nutmeg allergen advice contains wheat', 'milk', 'soy and nut'], 'moderate': ['sugar', 'sugar acidity regulator ins 330', 'iodized salt'], 'harmful': []}",0,3,17,"{'gluten-free': ['refined wheat flour maida', 'spices clove and nutmeg allergen advice contains wheat'], 'vegan': ['butter', 'milk solids', 'milk'], 'low sugar': ['sugar', 'sugar acidity regulator ins 330']}",,Red
pulpy orange - minute maid - 1l,8901764362309.0,Unknown,Unknown,Minute Maid,"plant-based foods and beverages, beverages, plant-based beverages, fruit-based beverages, juices and nectars, fruit juices, fruit juices from concentrate, orange juices, orange juices from concentrate",India,5.0,Missing data to compute the Nutri-Score,4.0,Ultra processed foods,4.0,,Fat in low quantity (0%); Salt in low quantity (0.024%),"WATER, SUGAR, ORANGE JUICE 105 RECONSTITUTED FROM ORANGE JUICE CONCENTRATE  ORANGE PULP CELLS, ACIDITY REGULATORS 330, 331iii, ANTIOXIDANT 300, COLOURS ENERGY 110, 102, ORANGE FLAVOURS NATURAL, NATUREIDENTICAL AND ARTIFICIAL FLAVOURING SUBSTANCES",E102 - Tartrazine; E110 - Sunset yellow FCF; E300 - Ascorbic acid; E330 - Citric acid; E331 - Sodium citrates,Palm oil content unknown; Vegan status unknown; Vegetarian,,,,,"{'safe': ['water', 'orange juice 105 reconstituted from orange juice concentrate  orange pulp cells', 'acidity regulators 330', '331iii', 'antioxidant 300', 'colours energy 110', '102', 'orange flavours natural', 'natureidentical and artificial flavouring substances'], 'moderate': ['sugar'], 'harmful': []}",0,1,9,"{'gluten-free': [], 'vegan': [], 'low sugar': ['sugar']}",,Red
tana-bana - bikaji - 1 kg,8906005504395.0,Unknown,Unknown,Bikaji,snacks,"India, United States",2.0,Bad nutritional quality,4.0,Ultra processed foods,0.0,,Fat in high quantity (30%); Saturated fat in high quantity (13%); Sugars in high quantity (15%); Salt in high quantity (2.2%),"Edible Vegetable Oil Palmolein Oil andor Cottonseed Oil, Rice Flakes 15, Sugar 15, Gram Flour, Whole Lentils 5, Split Chickpea 5, Peanuts 5, Tapioca 4, Green Peas 3, Acidity Regulator INS 330 1, Dehydrated Potato Flakes, Dew Bean Flour Moth Flour, Tapioca Starch, Ground Spices  Condiments, Iodised Salt, Turmeric Colouring and Spices, Bishop Seed, Black Salt, Cinnamon, Acidity Regulator INS 330 1",E330 - Citric acid,Palm oil; Vegan status unknown; Vegetarian,,,,,"{'safe': ['edible vegetable oil palmolein oil andor cottonseed oil', 'rice flakes 15', 'gram flour', 'whole lentils 5', 'split chickpea 5', 'peanuts 5', 'tapioca 4', 'green peas 3', 'acidity regulator ins 330 1', 'dehydrated potato flakes', 'dew bean flour moth flour', 'tapioca starch', 'ground spices  condiments', 'turmeric colouring and spices', 'bishop seed', 'cinnamon', 'acidity regulator ins 330 1'], 'moderate': ['sugar 15', 'iodised salt', 'black salt'], 'harmful': []}",0,3,17,"{'gluten-free': [], 'vegan': [], 'low sugar': ['sugar 15']}",,Red
butter popcorn - 4700bc - 90g,8906125980239.0,Unknown,Unknown,4700BC,"snacks, popcorn",India,3.0,Missing data to compute the Nutri-Score,4.0,Ultra processed foods,4.0,,Fat in high quantity (28.6%); Saturated fat in high quantity (14.3%); Salt in moderate quantity (1.43%),"Popping corn 70, Edible vegetable oil Rice bran, Sunflower  Olive oil, iodized salt, Beta carotene, AntiOxidant E319, Acidity Regulator E330, Anti foaming Agent E900a, Emulsifier E471 CONTAINS PERMITTED NATURAL COLOR 160a1 AND ADDED FLAVORS NATURAL AND NATURE IDENTICAL FLAVORING  4 0 3 ALLERGEN WARNING PRODUCED IN KITCHEN THAT ALSO PROCESSES NUTS, SOYA  MILK PRODUCTS",E160a - Carotene; E160ai - Beta-carotene; E319 - Tertiary-butylhydroquinone (tbhq); E330 - Citric acid; E471 - Mono- and diglycerides of fatty acids; E900 - Dimethylpolysiloxane and Methylphenylpolysiloxane; E900a - Dimethyl polysiloxane,May contain palm oil; Non-vegan; Vegetarian,,,,,"{'safe': ['popping corn 70', 'edible vegetable oil rice bran', 'sunflower  olive oil', 'beta carotene', 'antioxidant e319', 'anti foaming agent e900a', 'emulsifier e471 contains permitted natural color 160a1 and added flavors natural and nature identical flavoring  4 0 3 allergen warning produced in kitchen that also processes nuts', 'soya  milk products'], 'moderate': ['iodized salt', 'acidity regulator e330'], 'harmful': []}",0,2,8,"{'gluten-free': [], 'vegan': ['soya  milk products'], 'low sugar': []}",,Red
marie light - sunfeast - 1kg,8901725114961.0,Unknown,Unknown,Sunfeast,"snacks, sweet snacks, biscuits and cakes, biscuits",India,2.0,Bad nutritional quality,4.0,Ultra processed foods,2.0,,Fat in moderate quantity (11%); Saturated fat in high quantity (5.6%); Sugars in high quantity (21.3%); Salt in moderate quantity (0.731%),"Refined Wheat Flour Maida 682, Sugar, Refined Palm Oil, Invert Syrup, Raising Agents INS 500 ii, INS 503ii, INS 450i, Milk Solids, lodized Salt, Flour treatment agent INS 223, Nature identical flavouring substances, Artificial flavouring substances Milk, Vanilla, Emulsifier Diacetyl tartaric and fatty acid esters of glycerol from sunflower and palm oil, Mineral 001, Colour INS 150d and Vitamins 001 CONTAINS WHEAT, MILK, SULPHITE MAY CONTAINS NUT, SOY",E150d - Sulphite ammonia caramel; E223 - Sodium metabisulphite; E422 - Glycerol; E450 - Diphosphates; E450i - Disodium diphosphate; E500 - Sodium carbonates; E500ii - Sodium hydrogen carbonate; E503 - Ammonium carbonates; E503ii - Ammonium hydrogen carbonate,Palm oil; Non-vegan; Vegetarian,,,,,"{'safe': ['refined wheat flour maida 682', 'refined palm oil', 'invert syrup', 'raising agents ins 500 ii', 'ins 503ii', 'ins 450i', 'milk solids', 'flour treatment agent ins 223', 'nature identical flavouring substances', 'artificial flavouring substances milk', 'vanilla', 'emulsifier diacetyl tartaric and fatty acid esters of glycerol from sunflower and palm oil', 'mineral 001', 'colour ins 150d and vitamins 001 contains wheat', 'milk', 'sulphite may contains nut', 'soy'], 'moderate': ['sugar', 'lodized salt'], 'harmful': []}",0,2,17,"{'gluten-free': ['refined wheat flour maida 682', 'colour ins 150d and vitamins 001 contains wheat'], 'vegan': ['milk solids', 'artificial flavouring substances milk', 'milk'], 'low sugar': ['sugar']}",,Red
instant rava idly mix - sankethi adukale - 500g,8906095290147.0,Unknown,Unknown,Sankethi Adukale,idly batter,India,3.0,Bad nutritional quality,3.0,Processed foods,0.0,,Fat in moderate quantity (9%); Saturated fat in moderate quantity (3%); Sugars in low quantity (0.24%); Salt in high quantity (3.01%),"Rava 81, Refined Palm Oil, Benagal Gram Dal, Mustard, Green Chillis, Ginger, Lemon Powder, Salt, Acidity Regulator E500, Cashew, Curry Leaves Allergen Advice Made in a facility that also processes PeanutsAlmondsCashewSesame SeedMilk powderSoyaMustard SeedGluten",E500 - Sodium carbonates,Palm oil; Vegan status unknown; Vegetarian status unknown,,,,,"{'safe': ['rava 81', 'refined palm oil', 'benagal gram dal', 'mustard', 'green chillis', 'ginger', 'lemon powder', 'acidity regulator e500', 'cashew', 'curry leaves allergen advice made in a facility that also processes peanutsalmondscashewsesame seedmilk powdersoyamustard seedgluten'], 'moderate': ['salt'], 'harmful': []}",0,1,10,"{'gluten-free': [], 'vegan': ['curry leaves allergen advice made in a facility that also processes peanutsalmondscashewsesame seedmilk powdersoyamustard seedgluten'], 'low sugar': []}",,Red
gup shup peanuts - haldiram's - 18g,8904063251480.0,Unknown,Packet,Haldiram's,"plant-based foods and beverages, plant-based foods, legumes and their products, legumes, nuts and their products, nuts, peanuts",India,3.0,Bad nutritional quality,4.0,Ultra processed foods,1.0,,Fat in high quantity (37%); Saturated fat in high quantity (16%); Sugars in low quantity (2.5%); Salt in high quantity (2.7%),"Peanuts 55, Refined Wheat Flour Maida, Edible Vegetable Oil Palmolein, Cotton Seed, Rice Bran, Starch, Spices  Condiments Red Chilli Powder, Clove Powder, Coriander Powder, Cumin Powder, Black Pepper Powder, Ginger Powder, Mace Powder, Nutmeg Powder, Asafoetida, lodised Salt, Sugar and Acidity Regulator INS 330 and Natural  Nature Identical Flavouring Substances Used as natural flavouring agent Allergen Information Contains Gluten  Peanuts",E330 - Citric acid,Palm oil; Vegan status unknown; Vegetarian status unknown,,,,,"{'safe': ['peanuts 55', 'refined wheat flour maida', 'edible vegetable oil palmolein', 'cotton seed', 'rice bran', 'starch', 'spices  condiments red chilli powder', 'clove powder', 'coriander powder', 'cumin powder', 'black pepper powder', 'ginger powder', 'mace powder', 'nutmeg powder', 'asafoetida'], 'moderate': ['lodised salt', 'sugar and acidity regulator ins 330 and natural  nature identical flavouring substances used as natural flavouring agent allergen information contains gluten  peanuts'], 'harmful': []}",0,2,15,"{'gluten-free': ['refined wheat flour maida'], 'vegan': [], 'low sugar': ['sugar and acidity regulator ins 330 and natural  nature identical flavouring substances used as natural flavouring agent allergen information contains gluten  peanuts']}",,Red
premium brown bread - mr bakewell - 400g,8908014814021.0,Unknown,Unknown,Mr Bakewell,"plant-based foods and beverages, plant-based foods, cereals and potatoes, breads, wholemeal breads",India,5.0,Missing data to compute the Nutri-Score,4.0,Ultra processed foods,0.0,,Fat in moderate quantity (3.1%); Saturated fat in moderate quantity (2.3%); Sugars in moderate quantity (6.75%),"Refined Wheat Flour Maida, Whole Wheat Flour Atta, Water, Sugar, Edible Vegetable Oil Palm Oil, Yeast, lodized Salt, Soya Flour, Gluten, Caramel a 150, Roasted Malt Flour, Calcium Propionate INS282, Bread Improver INS 170i, 11000, Antioxidant INS 300 ALLERGEN INFORMATION Product contains, Gluten  Soya",E1100 - Alpha-Amylase; E170 - Calcium carbonates; E282 - Calcium propionate; E300 - Ascorbic acid,Palm oil; Vegan status unknown; Vegetarian,,,,,"{'safe': ['refined wheat flour maida', 'whole wheat flour atta', 'water', 'edible vegetable oil palm oil', 'yeast', 'soya flour', 'gluten', 'caramel a 150', 'roasted malt flour', 'bread improver ins 170i', '11000', 'antioxidant ins 300 allergen information product contains', 'gluten  soya'], 'moderate': ['sugar', 'lodized salt', 'calcium propionate ins282'], 'harmful': []}",0,3,13,"{'gluten-free': ['refined wheat flour maida', 'whole wheat flour atta', 'roasted malt flour'], 'vegan': [], 'low sugar': ['sugar']}",,Red
chocolate cookies - amul - 50g,8901262220552.0,Unknown,Unknown,Amul,"snacks, sweet snacks, biscuits and cakes, biscuits, chocolate biscuits",India,2.0,Bad nutritional quality,4.0,Ultra processed foods,3.0,,Fat in high quantity (24.8%); Saturated fat in high quantity (15.9%); Sugars in high quantity (29.1%); Salt in moderate quantity (0.625%),"Refined wheat flour maida, butter 23, sugar, plain chocolate chips 3, cocoa solids 2, milk solids, liquid glucose, raising agents 500i, 503ii, emulsifier 481 i, artificial flavouring substances vanilla, cocoa chocolate Allergen Information Contains wheat, milk",E481 - Sodium stearoyl-2-lactylate; E500 - Sodium carbonates; E503 - Ammonium carbonates,Palm oil content unknown; Non-vegan; Vegetarian status unknown,,,,,"{'safe': ['refined wheat flour maida', 'butter 23', 'plain chocolate chips 3', 'cocoa solids 2', 'milk solids', 'liquid glucose', 'raising agents 500i', '503ii', 'emulsifier 481 i', 'artificial flavouring substances vanilla', 'cocoa chocolate allergen information contains wheat', 'milk'], 'moderate': ['sugar'], 'harmful': []}",0,1,12,"{'gluten-free': ['refined wheat flour maida', 'cocoa chocolate allergen information contains wheat'], 'vegan': ['butter 23', 'milk solids', 'milk'], 'low sugar': ['sugar']}",,Red
tropicana litchi delight juice 1ltr (pckt) - 200 ml,8902080013272.0,Unknown,1,Tropicana,"plant-based foods and beverages, beverages, plant-based beverages, fruit-based beverages, juices and nectars, fruit juices",India,4.0,Bad nutritional quality,4.0,Ultra processed foods,1.0,,Fat in low quantity (0%); Saturated fat in low quantity (0%); Sugars in high quantity (13.1%); Salt in low quantity (0.0225%),"WATER, LITCHI PULP 13, SUGAR, CONCENTRATED APPLE JUICE 2, ACIDITY REGULATOR 296, FLAVOUR NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES, STABILIZER 440, IODISED SALT, ANTIOXIDANT 300",E296 - Malic acid; E300 - Ascorbic acid; E440 - Pectins,Palm oil content unknown; Vegan status unknown; Vegetarian,,,,,"{'safe': ['water', 'litchi pulp 13', 'concentrated apple juice 2', 'acidity regulator 296', 'flavour natural and nature identical flavouring substances', 'stabilizer 440', 'antioxidant 300'], 'moderate': ['sugar', 'iodised salt'], 'harmful': []}",0,2,7,"{'gluten-free': [], 'vegan': [], 'low sugar': ['sugar']}",,Red
sweet chilli doritos - 50gm,8901491000208.0,Unknown,Unknown,Doritos,"snacks, nacho chips",India,3.0,Bad nutritional quality,4.0,Ultra processed foods,0.0,,Fat in high quantity (23.4%); Saturated fat in high quantity (8.7%); Sugars in moderate quantity (6.5%); Salt in high quantity (1.6%),"Corn 79, Edible Vegetable Oil Palmolein, Seasoning Sugar, lodised Salt, Spices  Condiments, Acidity Regulators 296, 330, 260, Flavour Natural and Nature Identical Flavouring Substances, Fructose, Flavour Enhancers 631, 627, Tomato Powder, Wheat Maltodextrin, Anticaking agent 551, Colour 160c, Antioxidant 300 As flavoring agent Contains Onion and Garlic Allergen Advice Contains Wheat",E160c - Paprika extract; E260 - Acetic acid; E296 - Malic acid; E330 - Citric acid; E551 - Silicon dioxide; E627 - Disodium guanylate; E631 - Disodium inosinate,Palm oil; Vegan status unknown; Vegetarian status unknown,,,,,"{'safe': ['corn 79', 'edible vegetable oil palmolein', 'spices  condiments', 'acidity regulators 296', '330', '260', 'flavour natural and nature identical flavouring substances', 'fructose', 'flavour enhancers 631', '627', 'tomato powder', 'wheat maltodextrin', 'anticaking agent 551', 'colour 160c', 'antioxidant 300 as flavoring agent contains onion and garlic allergen advice contains wheat'], 'moderate': ['seasoning sugar', 'lodised salt'], 'harmful': []}",0,2,15,"{'gluten-free': ['wheat maltodextrin', 'antioxidant 300 as flavoring agent contains onion and garlic allergen advice contains wheat'], 'vegan': [], 'low sugar': ['seasoning sugar']}",,Red
pringles - south african style periperi flavour,8886467122446.0,Unknown,Unknown,Pringles,"plant-based foods and beverages, plant-based foods, snacks, cereals and potatoes, salty snacks, appetizers, chips and fries, crisps, potato crisps, salty snacks made from potato",India,3.0,Bad nutritional quality,4.0,Ultra processed foods,3.0,,Fat in high quantity (28.5%); Saturated fat in high quantity (15%); Sugars in low quantity (2%); Salt in moderate quantity (1.48%),"Dried Potato 44, Edible Vegetable Oil Palm Oil, Corn Flour, Starch, Peri Peri Seasoning 65 Maltodextrin, Salt, Sugar, Flavouring Substances Natural  Nature Identical, Vegetable Powder 5 Garlic, Vinegar, Spices Red Chilli Pepper 3, Cumin, Acidity Regulator INS 296, Flavour Enhancer INS 635, Anticaking Agents INS 341iii, 551, Spice Extracts 06 Green Chilli, Garlic, Paprika, Herb Extract Oregano, Emulsifier INS 471, Maltodextrin, Acidity",E296 - Malic acid; E341 - Calcium phosphates; E471 - Mono- and diglycerides of fatty acids; E551 - Silicon dioxide; E635 - Disodium 5'-ribonucleotide,Palm oil; Vegan status unknown; Vegetarian status unknown,,,,,"{'safe': ['dried potato 44', 'edible vegetable oil palm oil', 'corn flour', 'starch', 'peri peri seasoning 65 maltodextrin', 'flavouring substances natural  nature identical', 'vegetable powder 5 garlic', 'vinegar', 'spices red chilli pepper 3', 'cumin', 'acidity regulator ins 296', 'flavour enhancer ins 635', 'anticaking agents ins 341iii', '551', 'spice extracts 06 green chilli', 'garlic', 'paprika', 'herb extract oregano', 'emulsifier ins 471', 'maltodextrin', 'acidity'], 'moderate': ['salt', 'sugar'], 'harmful': []}",0,2,21,"{'gluten-free': ['peri peri seasoning 65 maltodextrin', 'maltodextrin'], 'vegan': [], 'low sugar': ['sugar']}",,Red
tropicana orange delight - 180ml,8902080002085.0,Unknown,Unknown,Tropicana,"plant-based foods and beverages, beverages, plant-based beverages, fruit-based beverages, juices and nectars, fruit juices, fruit juices from concentrate, orange juices, orange juices from concentrate, sweetened beverages",India,4.0,Bad nutritional quality,4.0,Ultra processed foods,5.0,,Fat in low quantity (0%); Saturated fat in low quantity (0%); Sugars in high quantity (12%); Salt in low quantity (0.085%),"WATER, CONCENTRATED ORANGE JUICE 82, SUGAR, ACIDITY REGULATOR E 330, iodised salt, STABILIZERS E 440, FLAVOUR NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES, COLOURE 160ai,ORANGE JUICE 45 RECONSTITUTED BEVERAGE",E160a - Carotene; E160ai - Beta-carotene; E330 - Citric acid; E440 - Pectins,May contain palm oil; Vegan status unknown; Vegetarian,,,,,"{'safe': ['water', 'concentrated orange juice 82', 'acidity regulator e 330', 'stabilizers e 440', 'flavour natural and nature identical flavouring substances', 'coloure 160ai,orange juice 45 reconstituted beverage'], 'moderate': ['sugar', 'iodised salt'], 'harmful': []}",0,2,6,"{'gluten-free': [], 'vegan': [], 'low sugar': ['sugar']}",,Red
