Product Name,Barcode,Common Name,Brands,Categories,Nutri-Score,Nutri-Score Quality,NOVA Group,Food Processing,Eco-Score,Nutrient Levels,Ingredients,Additives,Ingredient Analysis
all time mixture - bikano - 1kg,8901414016415.0,Unknown,Bikano,"Snacks, Salty snacks",Nutri-Score E,Bad nutritional quality,NOVA 3,Processed foods,Eco-Score not computed,Fat in high quantity (33.1%); Saturated fat in high quantity (12.7%); Sugars in moderate quantity (5.8%); Salt in high quantity (1.91%),"edible vegetable oil refined palmolein oil, refined ricebran oil, refined cottonseed oil, chickpea flour , rice flakes  , cornflakes , peanuts , sugar sucrose, rice flour, split bengal gram, curry leaves, husked dew moth bean flour, lodized salt, carom seeds, red chilli powder, turmeric, yellow chilli powder, black salt, raising agent",,Palm oil; Vegan status unknown; Vegetarian
Zahidi Dates - carnival - 500g,8906064918508.0,Unknown,Carnival,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods, Fruits, Dates, Zahidi Dates",Nutri-Score C,Average nutritional quality,NOVA 1,Unprocessed or minimally processed foods,Eco-Score C,Not Available,dates,,Palm oil free; Vegan; Vegetarian
garlic bread - Mr Bakewell - 150g,8908014814069.0,Unknown,Mr Bakewell,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Breads, Garlic breads",Nutri-Score C,Average nutritional quality,NOVA 4,Ultra processed foods,Eco-Score not computed,Fat in moderate quantity (3.9%); Saturated fat in low quantity (0.95%); Sugars in moderate quantity (10.1%); Salt in moderate quantity (0.795%),"refined wheat flour maida, sugar, refined palm oil and palm olein, yeast, lodized salt, garlic, gluten, class il preservatives ins , improver emulsifier ins e antioxidant ins , acidity regulator ins",['e260 - acetic acid; e282 - calcium propionate; e300 - ascorbic acid; e472e - mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids'],Palm oil; Vegan status unknown; Vegetarian status unknown
Hotdog bun - Mr Bakewell - 160g,8908014814120.0,Unknown,Mr Bakewell,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads",Nutri-Score C,Average nutritional quality,NOVA 4,Ultra processed foods,Eco-Score not computed,Fat in moderate quantity (5.58%); Saturated fat in moderate quantity (2.78%); Sugars in moderate quantity (7.41%); Salt in moderate quantity (0.796%),"refined wheat flour maida water, sugar, yeast, refined palm oil, lodized salt, flour improver emulsifiers, datem inse, calcium propionate ins, gluten",['e282 - calcium propionate; e472e - mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids'],Palm oil; Vegan status unknown; Vegetarian status unknown
multgrain bread - modern - 400g,8904043551579.0,Unknown,Modern,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads",Nutri-Score C,Average nutritional quality,NOVA 4,Ultra processed foods,Eco-Score not computed,Fat in moderate quantity (4.24%); Saturated fat in low quantity (0.56%); Sugars in low quantity (3.4%); Salt in moderate quantity (0.97%),"refined wheat flour maida, whole wheat flour atta grains and seeds mix flax seeds, rolled oats, oat flour, maize flour, pumpkin seeds, bengal gram flour, rice flour, barley flour, white sesame seeds, bajra, sorghum, sugar, gluten, yeast, edible vegetable oil refined palmolin oil, lodized salt, malt product soya flour, preservatives , , wheat bran, emulsifier , acidity regulator , flour treatment agents , , ,  and antioxidant  other grains flour mix",['e1100 - alpha-amylase; e1102 - glucose oxidase; e1104 - lipase; e200 - sorbic acid; e260 - acetic acid; e282 - calcium propionate; e300 - ascorbic acid; e471 - mono- and diglycerides of fatty acids; e510 - ammonium chloride'],Palm oil; Vegan status unknown; Vegetarian
Vemicelli - MTR - 850g,8901042971483.0,Unknown,MTR,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pastas, Bread coverings, Cooking helpers, Dry pastas, Food decorations, Pastry helpers, Sprinkles",Nutri-Score A,Very good nutritional quality,NOVA 1,Unprocessed or minimally processed foods,Eco-Score B,Fat in low quantity (0.8%); Saturated fat in low quantity (0.1%); Sugars in low quantity (1.5%); Salt in low quantity (0.005%),"wheat semolina, durum wheat flour atta",,Palm oil content unknown; Vegan status unknown; Vegetarian
Naturolax-A - Piramal - 300g,8904026633957.0,Unknown,Piramal,"Non food products, Open Products Facts, Isabgol",Nutri-Score not-applicable,Not-applicable for the category,NOVA 4,Ultra processed foods,Eco-Score not computed,Not Available,"isabgol husk plantago ovata seed husk powder , nimbu satva citrus medica satva powder, saksara shudh , saccharin sodium p gg",,Palm oil content unknown; Vegan status unknown; Vegetarian status unknown
Bourn Vita biscuits - Cadbury - 120g,7622201757359.0,Unknown,Cadbury,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits",Nutri-Score E,Bad nutritional quality,NOVA 4,Ultra processed foods,Eco-Score D,Fat in moderate quantity (15.1%); Saturated fat in high quantity (6.7%); Sugars in high quantity (34.2%); Salt in moderate quantity (0.75%),"refined wheat flour maida , sugar, palmolein oil, cereal based beverage mix  cereal extract  barley, wheat, sugar, cocoa solids, colour c, liquid glucose, wheat gluten, maltodextrin, emulsifiers ,, edible rennet casein, milk solids, vitamins, minerals, raising agent ii, lodised salt, flavours natural, nature identical and artificial vanilla flavouring substances, invert sugar, cocoa solids , milk solids , leavening agents  ii,  ii minerals, lodised salt, flavours natural  nature identical flavouring substances, emulsifier, colour c, vitamins allergen information contains milk, wheat, barley, soy may contain tree nuts",['e150c - ammonia caramel; e322 - lecithins; e471 - mono- and diglycerides of fatty acids; e500 - sodium carbonates; e503 - ammonium carbonates'],Palm oil; Non-vegan; Vegetarian status unknown
The Red Edition Energy Drink - Redbull - 250ml,90448249.0,Unknown,Redbull,"Beverages, Energy drinks, Energy drink with sugar, Sweetened beverages",Nutri-Score E,Bad nutritional quality,NOVA 4,Ultra processed foods,Eco-Score not yet applicable,Fat in low quantity (0%); Sugars in high quantity (11%); Salt in low quantity (0.0875%),"water, sucrose, glucose, acidulant citric acid, carbon dioxide, taurine , acidity regulator sodium citrate, natural colour anthocyanins, caffeine  mg ml, flavours natural  artificial watermelon flavour, vitamins niacin, b, b  b",['e163 - anthocyanins; e290 - carbon dioxide; e330 - citric acid; e331 - sodium citrates'],Palm oil free; Vegan status unknown; Vegetarian
Cow Ghee - MilkyMist,8904083301813.0,Unknown,MilkyMist,"Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters",Nutri-Score unknown,Missing data to compute the Nutri-Score,NOVA 2,Processed culinary ingredients,Eco-Score E,Fat in high quantity (99.8%); Saturated fat in high quantity (68%); Salt in low quantity (0.015%),milk fat,,May contain palm oil; Non-vegan; Vegetarian
Ginger Chat - Guru Krupa Products - 70 Ml,8906024040058.0,Unknown,Guru Krupa Products,"Plant-based foods and beverages, Plant-based foods, Snacks, Condiments, Sweet snacks, Confectioneries, Spices, Ginger, Crystallized ginger",Nutri-Score not-applicable,Not-applicable for the category,NOVA 4,Ultra processed foods,Eco-Score B,Fat in low quantity (1.4%); Salt in moderate quantity (1.17%),"ginger, black salt, citric  aspartame",['e951 - aspartame'],Palm oil content unknown; Vegan status unknown; Vegetarian status unknown
suji semolina - fortune - 500g,8906008811131.0,Unknown,Fortune,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Cereal semolinas, Wheat semolinas, Semolina",Nutri-Score A,Very good nutritional quality,NOVA 1,Unprocessed or minimally processed foods,Eco-Score not computed,Fat in low quantity (0.9%); Saturated fat in low quantity (0.2%); Sugars in low quantity (1.3%); Salt in low quantity (0.2%),wheat semolina,,Palm oil free; Vegan; Vegetarian
Geki - Hot & Spicy - Nissin - 80g,8901014000166.0,Unknown,Nissin,"Plant-based foods and beverages, Plant-based foods, Dried products, Pastas, Dried products to be rehydrated, Noodles, Instant noodles",Nutri-Score unknown,Missing data to compute the Nutri-Score,NOVA 4,Ultra processed foods,Eco-Score C,Not Available,"noodles  refined wheat flour maida, edible vegetable oil palm oil, tapioca starch, lodised salt, acidity regulators ins   ins i, turmeric powder, thickener ins   antioxidant ins  seasoning mix  sugar, hydrolysed vegetable protein powder soya, dehydrated chicken powder, dehydrated chicken blits flavours natural  nature identical, garlic powder, lodised salt, onion powder yeast extract powder, mixed spices  nutmed cumin, ginger, black pepper, coriander turmeric, flavour enhancers ins   , roasted sesame seeds, acidity regu or ins , oleoresin capsicum  anticaning agent ins  seasoning oil  edible vegetable oil palmolein, soya bean oil  chilli seed oil colour ins c  oleoresin rosemary s allergen information contains wheat  soy may contain milk",['e160c - paprika extract; e319 - tertiary-butylhydroquinone (tbhq); e330 - citric acid; e412 - guar gum; e500 - sodium carbonates; e500i - sodium carbonate; e551 - silicon dioxide; e627 - disodium guanylate; e631 - disodium inosinate'],Palm oil; Non-vegan; Non-vegetarian
Chicken Salami - Zorabian - 250g,8906038230223.0,Unknown,Zorabian,"Meats and their products, Prepared meats",Nutri-Score unknown,Missing data to compute the Nutri-Score,NOVA 4,Ultra processed foods,Eco-Score not computed,Fat in moderate quantity (8.94%); Saturated fat in moderate quantity (2.84%); Salt in high quantity (1.78%),"chien meat , water, corn starch, isolated soya protein, lodised salt, yeast extract powder more of spices, coriander, texturiser ins  i, anti oxidant ins, colour fixative ins ra agent ins   ii aen contains soy",['e250 - sodium nitrite; e316 - sodium erythorbate; e451 - triphosphates; e451i - pentasodium triphosphate'],Palm oil content unknown; Vegan status unknown; Vegetarian status unknown
double chocolate cornetto - Kwality Walls - 61g,8901030891830.0,Unknown,Kwality Walls,"Desserts, Frozen foods, Frozen desserts",Nutri-Score E,Bad nutritional quality,NOVA 4,Ultra processed foods,Eco-Score not computed,Fat in moderate quantity (10.5%); Saturated fat in high quantity (6.4%); Sugars in high quantity (15.6%); Salt in high quantity (212%),"dark and milk chocolate delights in a wafer cone  with chocolate compound coating water, wafer biscuit cone  refined wheat flour maida, sugar, palm oil, emulsifier  e, iodised salt, contains natural colour  ed, compound coating  sugar, palm oil,coconut oil, cocoa solids, emulsifier  e, contains added artificial vanilla flavouring substance, sugar, palm oil, milk solids, chocolate coated confectionery , liquid glucose, maltodextrin, cocoa solids, vegetable protein soy, emulsifier  e, stabilisers  e, e, e",['e150d - sulphite ammonia caramel; e322 - lecithins; e407 - carrageenan; e410 - locust bean gum; e412 - guar gum; e471 - mono- and diglycerides of fatty acids'],Palm oil; Non-vegan; Vegetarian
chickpea popped chips - Snackible - 30g,8906151234214.0,Unknown,Snackible,Snacks,Nutri-Score B,Good nutritional quality,NOVA 4,Ultra processed foods,Eco-Score not computed,Fat in low quantity (2.6%); Saturated fat in low quantity (0.8%); Sugars in low quantity (1.14%); Salt in moderate quantity (0.748%),"chickpeas, rice, potato, starch, maltodextrin, salt, sugar, dehydrated vegetable powder garlic, onion spices and spices extract, herbs oregano, whole milk powder, cheese powder, sodium salt e natural and nature identical flavouring substances, acidity regulator e, anticaking agent e e, edible vegetable oil sunflower oil",['e262 - sodium acetates; e330 - citric acid; e341 - calcium phosphates; e551 - silicon dioxide'],May contain palm oil; Non-vegan; Vegetarian status unknown
milk shake almond flavor - Hershey's - 180ml,8901071732451.0,Unknown,Hershey's,"Beverages, Dairies, Dairy drinks, Milks, Flavoured milks",Nutri-Score E,Bad nutritional quality,NOVA 4,Ultra processed foods,Eco-Score D,Fat in moderate quantity (3.2%); Saturated fat in moderate quantity (2.5%); Sugars in high quantity (29%); Salt in moderate quantity (0.258%),"water, milk solids , sugar, emulsifiers , , , mineral calcium carbonate flavours nature identical flavouring substances sequestraint  thickeners , , mineral zinc sulphate, vitamin e acetate, vitamin a acetate vitamin d ergocalciferol, vitamin b thiamine chloride hydrochlonde, vitamin b riboflavin, edible common salt and almond paste",['e407 - carrageenan; e415 - xanthan gum; e466 - sodium carboxy methyl cellulose; e471 - mono- and diglycerides of fatty acids'],Palm oil content unknown; Non-vegan; Vegetarian
zahidi dates - proV - 500g,8908019758337.0,Unknown,proV,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods, Fruits, Dates, Pitted dates, Zahidi dates",Nutri-Score C,Average nutritional quality,NOVA 1,Unprocessed or minimally processed foods,Eco-Score C,Fat in low quantity (0.4%); Saturated fat in low quantity (0%); Sugars in high quantity (63.4%); Salt in low quantity (0%),dates,,Palm oil free; Vegan; Vegetarian
instant premix coffee - Jawai - 100g,8908011648414.0,Unknown,Jawai,"Plant-based foods and beverages, Beverages, Plant-based foods, Coffees, Instant beverages, Instant coffees, Instant premix coffee",Nutri-Score not-applicable,Not-applicable for the category,NOVA 3,Processed foods,Eco-Score E,Not Available,"sugar, dairy whitener, coffee,chicory",,Palm oil free; Vegan status unknown; Vegetarian
kasoori methi - BB Royal - 100g,40176443.0,Dried fenugreek leaves,BB Royal,"Plant-based foods and beverages, Plant-based foods, Condiments, Culinary plants, Aromatic plants, Herbs, Fenugreek products, Fenugreek leaves, Dried fenugreek leaves",Nutri-Score not-applicable,Not-applicable for the category,NOVA 1,Unprocessed or minimally processed foods,Eco-Score E,Not Available,dried fenugreek leaves,,Palm oil free; Vegan; Vegetarian
Chekaralu - Haldiram's - 150g,8904004408669.0,Unknown,Haldiram's,"Fried-snack, Indian snacks",Nutri-Score E,Bad nutritional quality,NOVA 4,Ultra processed foods,Eco-Score not computed,Fat in high quantity (26.7%); Saturated fat in high quantity (13.7%); Sugars in low quantity (0%); Salt in moderate quantity (0.775%),"rice flour, refined palmolein oil, split pulse moong moong dal flour, roasted bengal gram lentils daliya, tapioca starch, hydrogenated vegetable oil vanaspati, lodised salt, sesame seed, cumin, red chilli, asafoetida  raising agent ins  ii allergen contains sesame seed may contain pear it, almond, cashew, wheat, milk, soy  mustard seed",['e500 - sodium carbonates; e500ii - sodium hydrogen carbonate'],Palm oil; Non-vegan; Vegetarian status unknown
